"country","date","year","sovereign_yield","mps_shock_ois2y","gov_debt_gdp","hh_held_gov_debt_gdp","hh_debt_to_gov_debt"
"AT",1985-01-01,1985,8,NA,NA,NA,NA
"AT",1985-02-01,1985,8,NA,NA,NA,NA
"AT",1985-03-01,1985,8.06,NA,NA,NA,NA
"AT",1985-04-01,1985,8.08,NA,NA,NA,NA
"AT",1985-05-01,1985,8.01,NA,NA,NA,NA
"AT",1985-06-01,1985,7.87,NA,NA,NA,NA
"AT",1985-07-01,1985,7.77,NA,NA,NA,NA
"AT",1985-08-01,1985,7.58,NA,NA,NA,NA
"AT",1985-09-01,1985,7.34,NA,NA,NA,NA
"AT",1985-10-01,1985,7.37,NA,NA,NA,NA
"AT",1985-11-01,1985,7.55,NA,NA,NA,NA
"AT",1985-12-01,1985,7.61,NA,NA,NA,NA
"AT",1986-01-01,1986,7.76,NA,NA,NA,NA
"AT",1986-02-01,1986,7.76,NA,NA,NA,NA
"AT",1986-03-01,1986,7.67,NA,NA,NA,NA
"AT",1986-04-01,1986,7.48,NA,NA,NA,NA
"AT",1986-05-01,1986,7.27,NA,NA,NA,NA
"AT",1986-06-01,1986,7.3,NA,NA,NA,NA
"AT",1986-07-01,1986,7.31,NA,NA,NA,NA
"AT",1986-08-01,1986,7.23,NA,NA,NA,NA
"AT",1986-09-01,1986,7.25,NA,NA,NA,NA
"AT",1986-10-01,1986,7.35,NA,NA,NA,NA
"AT",1986-11-01,1986,7.45,NA,NA,NA,NA
"AT",1986-12-01,1986,7.43,NA,NA,NA,NA
"AT",1987-01-01,1987,7.31,NA,NA,NA,NA
"AT",1987-02-01,1987,7.13,NA,NA,NA,NA
"AT",1987-03-01,1987,7.08,NA,NA,NA,NA
"AT",1987-04-01,1987,6.93,NA,NA,NA,NA
"AT",1987-05-01,1987,6.74,NA,NA,NA,NA
"AT",1987-06-01,1987,6.64,NA,NA,NA,NA
"AT",1987-07-01,1987,6.72,NA,NA,NA,NA
"AT",1987-08-01,1987,6.92,NA,NA,NA,NA
"AT",1987-09-01,1987,7.16,NA,NA,NA,NA
"AT",1987-10-01,1987,7.38,NA,NA,NA,NA
"AT",1987-11-01,1987,7.19,NA,NA,NA,NA
"AT",1987-12-01,1987,6.89,NA,NA,NA,NA
"AT",1988-01-01,1988,6.91,NA,NA,NA,NA
"AT",1988-02-01,1988,6.93,NA,NA,NA,NA
"AT",1988-03-01,1988,6.85,NA,NA,NA,NA
"AT",1988-04-01,1988,6.78,NA,NA,NA,NA
"AT",1988-05-01,1988,6.84,NA,NA,NA,NA
"AT",1988-06-01,1988,6.91,NA,NA,NA,NA
"AT",1988-07-01,1988,6.94,NA,NA,NA,NA
"AT",1988-08-01,1988,7.03,NA,NA,NA,NA
"AT",1988-09-01,1988,7.01,NA,NA,NA,NA
"AT",1988-10-01,1988,6.85,NA,NA,NA,NA
"AT",1988-11-01,1988,6.68,NA,NA,NA,NA
"AT",1988-12-01,1988,6.59,NA,NA,NA,NA
"AT",1989-01-01,1989,6.65,NA,NA,NA,NA
"AT",1989-02-01,1989,6.81,NA,NA,NA,NA
"AT",1989-03-01,1989,6.95,NA,NA,NA,NA
"AT",1989-04-01,1989,7,NA,NA,NA,NA
"AT",1989-05-01,1989,7.2,NA,NA,NA,NA
"AT",1989-06-01,1989,7.14,NA,NA,NA,NA
"AT",1989-07-01,1989,7.11,NA,NA,NA,NA
"AT",1989-08-01,1989,7.1,NA,NA,NA,NA
"AT",1989-09-01,1989,7.17,NA,NA,NA,NA
"AT",1989-10-01,1989,7.27,NA,NA,NA,NA
"AT",1989-11-01,1989,7.62,NA,NA,NA,NA
"AT",1989-12-01,1989,7.82,NA,NA,NA,NA
"AT",1990-01-01,1990,8.18,NA,NA,NA,NA
"AT",1990-02-01,1990,8.54,NA,NA,NA,NA
"AT",1990-03-01,1990,8.77,NA,NA,NA,NA
"AT",1990-04-01,1990,8.79,NA,NA,NA,NA
"AT",1990-05-01,1990,8.83,NA,NA,NA,NA
"AT",1990-06-01,1990,8.83,NA,NA,NA,NA
"AT",1990-07-01,1990,8.69,NA,NA,NA,NA
"AT",1990-08-01,1990,8.83,NA,NA,NA,NA
"AT",1990-09-01,1990,9.01,NA,NA,NA,NA
"AT",1990-10-01,1990,9.05,NA,NA,NA,NA
"AT",1990-11-01,1990,8.9,NA,NA,NA,NA
"AT",1990-12-01,1990,8.76,NA,NA,NA,NA
"AT",1991-01-01,1991,8.91,NA,NA,NA,NA
"AT",1991-02-01,1991,8.56,NA,NA,NA,NA
"AT",1991-03-01,1991,8.4,NA,NA,NA,NA
"AT",1991-04-01,1991,8.41,NA,NA,NA,NA
"AT",1991-05-01,1991,8.48,NA,NA,NA,NA
"AT",1991-06-01,1991,8.5,NA,NA,NA,NA
"AT",1991-07-01,1991,8.61,NA,NA,NA,NA
"AT",1991-08-01,1991,8.64,NA,NA,NA,NA
"AT",1991-09-01,1991,8.6,NA,NA,NA,NA
"AT",1991-10-01,1991,8.51,NA,NA,NA,NA
"AT",1991-11-01,1991,8.54,NA,NA,NA,NA
"AT",1991-12-01,1991,8.55,NA,NA,NA,NA
"AT",1992-01-01,1992,8.31,NA,NA,NA,NA
"AT",1992-02-01,1992,8.23,NA,NA,NA,NA
"AT",1992-03-01,1992,8.25,NA,NA,NA,NA
"AT",1992-04-01,1992,8.3,NA,NA,NA,NA
"AT",1992-05-01,1992,8.34,NA,NA,NA,NA
"AT",1992-06-01,1992,8.39,NA,NA,NA,NA
"AT",1992-07-01,1992,8.44,NA,NA,NA,NA
"AT",1992-08-01,1992,8.43,NA,NA,NA,NA
"AT",1992-09-01,1992,8.22,NA,NA,NA,NA
"AT",1992-10-01,1992,7.83,NA,NA,NA,NA
"AT",1992-11-01,1992,7.74,NA,NA,NA,NA
"AT",1992-12-01,1992,7.37,NA,NA,NA,NA
"AT",1993-01-01,1993,7.22,NA,NA,NA,NA
"AT",1993-02-01,1993,7.13,NA,NA,NA,NA
"AT",1993-03-01,1993,6.86,NA,NA,NA,NA
"AT",1993-04-01,1993,6.93,NA,NA,NA,NA
"AT",1993-05-01,1993,7.06,NA,NA,NA,NA
"AT",1993-06-01,1993,6.99,NA,NA,NA,NA
"AT",1993-07-01,1993,6.75,NA,NA,NA,NA
"AT",1993-08-01,1993,6.6,NA,NA,NA,NA
"AT",1993-09-01,1993,6.44,NA,NA,NA,NA
"AT",1993-10-01,1993,6.26,NA,NA,NA,NA
"AT",1993-11-01,1993,6.18,NA,NA,NA,NA
"AT",1993-12-01,1993,6.04,NA,NA,NA,NA
"AT",1994-01-01,1994,5.81,NA,NA,NA,NA
"AT",1994-02-01,1994,6.06,NA,NA,NA,NA
"AT",1994-03-01,1994,6.45,NA,NA,NA,NA
"AT",1994-04-01,1994,6.67,NA,NA,NA,NA
"AT",1994-05-01,1994,6.97,NA,NA,NA,NA
"AT",1994-06-01,1994,7.41,NA,NA,NA,NA
"AT",1994-07-01,1994,7.12,NA,NA,NA,NA
"AT",1994-08-01,1994,7.2,NA,NA,NA,NA
"AT",1994-09-01,1994,7.57,NA,NA,NA,NA
"AT",1994-10-01,1994,7.69,NA,NA,NA,NA
"AT",1994-11-01,1994,7.72,NA,NA,NA,NA
"AT",1994-12-01,1994,7.63,NA,NA,NA,NA
"AT",1995-01-01,1995,7.72,NA,0.68583,0.48389,NA
"AT",1995-02-01,1995,7.65,NA,0.68583,0.48389,NA
"AT",1995-03-01,1995,7.51,NA,0.68583,0.48389,NA
"AT",1995-04-01,1995,7.37,NA,0.68583,0.48389,NA
"AT",1995-05-01,1995,7.13,NA,0.68583,0.48389,NA
"AT",1995-06-01,1995,7.05,NA,0.68583,0.48389,NA
"AT",1995-07-01,1995,7.11,NA,0.68583,0.48389,NA
"AT",1995-08-01,1995,7,NA,0.68583,0.48389,NA
"AT",1995-09-01,1995,6.88,NA,0.68583,0.48389,NA
"AT",1995-10-01,1995,6.96,NA,0.68583,0.48389,NA
"AT",1995-11-01,1995,6.76,NA,0.68583,0.48389,NA
"AT",1995-12-01,1995,6.47,NA,0.68583,0.48389,NA
"AT",1996-01-01,1996,6.21,NA,0.68633,0.49059,NA
"AT",1996-02-01,1996,6.44,NA,0.68633,0.49059,NA
"AT",1996-03-01,1996,6.55,NA,0.68633,0.49059,NA
"AT",1996-04-01,1996,6.43,NA,0.68633,0.49059,NA
"AT",1996-05-01,1996,6.45,NA,0.68633,0.49059,NA
"AT",1996-06-01,1996,6.63,NA,0.68633,0.49059,NA
"AT",1996-07-01,1996,6.58,NA,0.68633,0.49059,NA
"AT",1996-08-01,1996,6.41,NA,0.68633,0.49059,NA
"AT",1996-09-01,1996,6.3,NA,0.68633,0.49059,NA
"AT",1996-10-01,1996,6.06,NA,0.68633,0.49059,NA
"AT",1996-11-01,1996,5.95,NA,0.68633,0.49059,NA
"AT",1996-12-01,1996,5.86,NA,0.68633,0.49059,NA
"AT",1997-01-01,1997,5.84,NA,0.63904,0.45571,NA
"AT",1997-02-01,1997,5.58,NA,0.63904,0.45571,NA
"AT",1997-03-01,1997,5.71,NA,0.63904,0.45571,NA
"AT",1997-04-01,1997,5.9,NA,0.63904,0.45571,NA
"AT",1997-05-01,1997,5.79,NA,0.63904,0.45571,NA
"AT",1997-06-01,1997,5.78,NA,0.63904,0.45571,NA
"AT",1997-07-01,1997,5.61,NA,0.63904,0.45571,NA
"AT",1997-08-01,1997,5.7,NA,0.63904,0.45571,NA
"AT",1997-09-01,1997,5.63,NA,0.63904,0.45571,NA
"AT",1997-10-01,1997,5.62,NA,0.63904,0.45571,NA
"AT",1997-11-01,1997,5.63,NA,0.63904,0.45571,NA
"AT",1997-12-01,1997,5.4,NA,0.63904,0.45571,NA
"AT",1998-01-01,1998,5.19,NA,0.64345,0.40291,NA
"AT",1998-02-01,1998,5.07,NA,0.64345,0.40291,NA
"AT",1998-03-01,1998,4.97,NA,0.64345,0.40291,NA
"AT",1998-04-01,1998,4.97,NA,0.64345,0.40291,NA
"AT",1998-05-01,1998,5.03,NA,0.64345,0.40291,NA
"AT",1998-06-01,1998,4.89,NA,0.64345,0.40291,NA
"AT",1998-07-01,1998,4.83,NA,0.64345,0.40291,NA
"AT",1998-08-01,1998,4.62,NA,0.64345,0.40291,NA
"AT",1998-09-01,1998,4.31,NA,0.64345,0.40291,NA
"AT",1998-10-01,1998,4.3,NA,0.64345,0.40291,NA
"AT",1998-11-01,1998,4.33,NA,0.64345,0.40291,NA
"AT",1998-12-01,1998,4.05,NA,0.64345,0.40291,NA
"AT",1999-01-01,1999,3.84,0,0.6708,0.354,0.663983303518187
"AT",1999-02-01,1999,3.98,0,0.6708,0.354,0.663983303518187
"AT",1999-03-01,1999,4.16,0,0.6708,0.354,0.663983303518187
"AT",1999-04-01,1999,4.03,0,0.6708,0.354,0.663983303518187
"AT",1999-05-01,1999,4.21,0,0.6708,0.354,0.663983303518187
"AT",1999-06-01,1999,4.54,0,0.6708,0.354,0.663983303518187
"AT",1999-07-01,1999,4.87,0,0.6708,0.354,0.663983303518187
"AT",1999-08-01,1999,5.1,0,0.6708,0.354,0.663983303518187
"AT",1999-09-01,1999,5.27,0,0.6708,0.354,0.663983303518187
"AT",1999-10-01,1999,5.53,0,0.6708,0.354,0.663983303518187
"AT",1999-11-01,1999,5.27,0,0.6708,0.354,0.663983303518187
"AT",1999-12-01,1999,5.35,0.200000000000067,0.6708,0.354,0.663983303518187
"AT",2000-01-01,2000,5.75,-1.50000000000006,0.66638,0.31942,0.678891923527117
"AT",2000-02-01,2000,5.77,0.999999999999979,0.66638,0.31942,0.678891923527117
"AT",2000-03-01,2000,5.59,-5.50000000000007,0.66638,0.31942,0.678891923527117
"AT",2000-04-01,2000,5.49,-1.50000000000006,0.66638,0.31942,0.678891923527117
"AT",2000-05-01,2000,5.66,2.99999999999994,0.66638,0.31942,0.678891923527117
"AT",2000-06-01,2000,5.52,15.175,0.66638,0.31942,0.678891923527117
"AT",2000-07-01,2000,5.6,2.50000000000003,0.66638,0.31942,0.678891923527117
"AT",2000-08-01,2000,5.54,-1.99999999999996,0.66638,0.31942,0.678891923527117
"AT",2000-09-01,2000,5.57,-3.00000000000003,0.66638,0.31942,0.678891923527117
"AT",2000-10-01,2000,5.52,4,0.66638,0.31942,0.678891923527117
"AT",2000-11-01,2000,5.46,-9.20929998926567e-14,0.66638,0.31942,0.678891923527117
"AT",2000-12-01,2000,5.21,2.50000000000004,0.66638,0.31942,0.678891923527117
"AT",2001-01-01,2001,5.1,-0.999999999999979,0.67238,0.27099,0.676849400636545
"AT",2001-02-01,2001,5.1,0.300000000000011,0.67238,0.27099,0.676849400636545
"AT",2001-03-01,2001,5.01,6.49999999999995,0.67238,0.27099,0.676849400636545
"AT",2001-04-01,2001,5.16,14.5000000000001,0.67238,0.27099,0.676849400636545
"AT",2001-05-01,2001,5.34,-11.7,0.67238,0.27099,0.676849400636545
"AT",2001-06-01,2001,5.27,-1.19999999999996,0.67238,0.27099,0.676849400636545
"AT",2001-07-01,2001,5.29,0.300000000000011,0.67238,0.27099,0.676849400636545
"AT",2001-08-01,2001,5.1,-1.49999999999997,0.67238,0.27099,0.676849400636545
"AT",2001-09-01,2001,5.08,-9.55000000000003,0.67238,0.27099,0.676849400636545
"AT",2001-10-01,2001,4.85,5.99999999999996,0.67238,0.27099,0.676849400636545
"AT",2001-11-01,2001,4.7,5.80000000000003,0.67238,0.27099,0.676849400636545
"AT",2001-12-01,2001,4.95,6.99999999999998,0.67238,0.27099,0.676849400636545
"AT",2002-01-01,2002,5.06,-1.50000000000001,0.6744,0.24046,0.687870699881376
"AT",2002-02-01,2002,5.12,5.25000000000002,0.6744,0.24046,0.687870699881376
"AT",2002-03-01,2002,5.36,2.25,0.6744,0.24046,0.687870699881376
"AT",2002-04-01,2002,5.35,-2.69999999999993,0.6744,0.24046,0.687870699881376
"AT",2002-05-01,2002,5.37,7.74999999999997,0.6744,0.24046,0.687870699881376
"AT",2002-06-01,2002,5.22,1.79999999999998,0.6744,0.24046,0.687870699881376
"AT",2002-07-01,2002,5.06,-0.700000000000056,0.6744,0.24046,0.687870699881376
"AT",2002-08-01,2002,4.77,-0.999999999999979,0.6744,0.24046,0.687870699881376
"AT",2002-09-01,2002,4.57,-4.8,0.6744,0.24046,0.687870699881376
"AT",2002-10-01,2002,4.64,1.55000000000003,0.6744,0.24046,0.687870699881376
"AT",2002-11-01,2002,4.62,-3.95000000000003,0.6744,0.24046,0.687870699881376
"AT",2002-12-01,2002,4.43,2,0.6744,0.24046,0.687870699881376
"AT",2003-01-01,2003,4.22,3.2,0.66412,0.21008,0.705745949527194
"AT",2003-02-01,2003,4.01,0.499999999999989,0.66412,0.21008,0.705745949527194
"AT",2003-03-01,2003,4.03,-5.19999999999996,0.66412,0.21008,0.705745949527194
"AT",2003-04-01,2003,4.16,0.800000000000001,0.66412,0.21008,0.705745949527194
"AT",2003-05-01,2003,3.85,3.75000000000001,0.66412,0.21008,0.705745949527194
"AT",2003-06-01,2003,3.76,-9.75000000000001,0.66412,0.21008,0.705745949527194
"AT",2003-07-01,2003,4.06,-0.24999999999995,0.66412,0.21008,0.705745949527194
"AT",2003-08-01,2003,4.22,NA,0.66412,0.21008,0.705745949527194
"AT",2003-09-01,2003,4.24,-2.45000000000002,0.66412,0.21008,0.705745949527194
"AT",2003-10-01,2003,4.32,2.74999999999999,0.66412,0.21008,0.705745949527194
"AT",2003-11-01,2003,4.44,1.50000000000001,0.66412,0.21008,0.705745949527194
"AT",2003-12-01,2003,4.38,-3.6,0.66412,0.21008,0.705745949527194
"AT",2004-01-01,2004,4.27,-2.25,0.65912,0.18817,0.726574827042117
"AT",2004-02-01,2004,4.23,-2.30000000000001,0.65912,0.18817,0.726574827042117
"AT",2004-03-01,2004,4.05,4,0.65912,0.18817,0.726574827042117
"AT",2004-04-01,2004,4.24,7.49999999999997,0.65912,0.18817,0.726574827042117
"AT",2004-05-01,2004,4.37,2,0.65912,0.18817,0.726574827042117
"AT",2004-06-01,2004,4.42,-2,0.65912,0.18817,0.726574827042117
"AT",2004-07-01,2004,4.31,-0.249999999999995,0.65912,0.18817,0.726574827042117
"AT",2004-08-01,2004,4.15,0.249999999999995,0.65912,0.18817,0.726574827042117
"AT",2004-09-01,2004,4.09,1.54999999999999,0.65912,0.18817,0.726574827042117
"AT",2004-10-01,2004,3.97,-1.10000000000001,0.65912,0.18817,0.726574827042117
"AT",2004-11-01,2004,3.84,-0.249999999999995,0.65912,0.18817,0.726574827042117
"AT",2004-12-01,2004,3.63,3.39999999999998,0.65912,0.18817,0.726574827042117
"AT",2005-01-01,2005,3.56,-7.74999999999997,0.69428,0.1979,0.751569971769315
"AT",2005-02-01,2005,3.55,-0.949999999999962,0.69428,0.1979,0.751569971769315
"AT",2005-03-01,2005,3.7,-1.25000000000002,0.69428,0.1979,0.751569971769315
"AT",2005-04-01,2005,3.5,-3.29999999999999,0.69428,0.1979,0.751569971769315
"AT",2005-05-01,2005,3.41,0.700000000000012,0.69428,0.1979,0.751569971769315
"AT",2005-06-01,2005,3.23,1.70000000000003,0.69428,0.1979,0.751569971769315
"AT",2005-07-01,2005,3.27,4.19999999999998,0.69428,0.1979,0.751569971769315
"AT",2005-08-01,2005,3.28,-0.199999999999978,0.69428,0.1979,0.751569971769315
"AT",2005-09-01,2005,3.12,-2.65,0.69428,0.1979,0.751569971769315
"AT",2005-10-01,2005,3.27,-0.499999999999989,0.69428,0.1979,0.751569971769315
"AT",2005-11-01,2005,3.48,-0.199999999999978,0.69428,0.1979,0.751569971769315
"AT",2005-12-01,2005,3.36,-3.10000000000001,0.69428,0.1979,0.751569971769315
"AT",2006-01-01,2006,3.33,-3.70000000000004,0.68176,0.15669,0.77314597512321
"AT",2006-02-01,2006,3.48,0,0.68176,0.15669,0.77314597512321
"AT",2006-03-01,2006,3.65,4.19999999999998,0.68176,0.15669,0.77314597512321
"AT",2006-04-01,2006,3.92,-8.80000000000001,0.68176,0.15669,0.77314597512321
"AT",2006-05-01,2006,4.03,1.2,0.68176,0.15669,0.77314597512321
"AT",2006-06-01,2006,4.03,-1.25000000000002,0.68176,0.15669,0.77314597512321
"AT",2006-07-01,2006,4.05,3.09999999999997,0.68176,0.15669,0.77314597512321
"AT",2006-08-01,2006,3.92,3.45,0.68176,0.15669,0.77314597512321
"AT",2006-09-01,2006,3.79,NA,0.68176,0.15669,0.77314597512321
"AT",2006-10-01,2006,3.83,-0.500000000000034,0.68176,0.15669,0.77314597512321
"AT",2006-11-01,2006,3.76,0.550000000000006,0.68176,0.15669,0.77314597512321
"AT",2006-12-01,2006,3.81,3.85,0.68176,0.15669,0.77314597512321
"AT",2007-01-01,2007,4.06,-5.75000000000001,0.65813,0.14384,0.787990214699223
"AT",2007-02-01,2007,4.09,3.2,0.65813,0.14384,0.787990214699223
"AT",2007-03-01,2007,3.99,0,0.65813,0.14384,0.787990214699223
"AT",2007-04-01,2007,4.21,-0.100000000000033,0.65813,0.14384,0.787990214699223
"AT",2007-05-01,2007,4.33,-1.85000000000004,0.65813,0.14384,0.787990214699223
"AT",2007-06-01,2007,4.63,-2.70000000000001,0.65813,0.14384,0.787990214699223
"AT",2007-07-01,2007,4.59,0.55000000000005,0.65813,0.14384,0.787990214699223
"AT",2007-08-01,2007,4.38,-0.549999999999962,0.65813,0.14384,0.787990214699223
"AT",2007-09-01,2007,4.33,-2.20000000000002,0.65813,0.14384,0.787990214699223
"AT",2007-10-01,2007,4.4,-1.29999999999999,0.65813,0.14384,0.787990214699223
"AT",2007-11-01,2007,4.21,-3.69999999999999,0.65813,0.14384,0.787990214699223
"AT",2007-12-01,2007,4.35,5.29999999999999,0.65813,0.14384,0.787990214699223
"AT",2008-01-01,2008,4.22,-3.00000000000003,0.69528,0.14869,0.753653204464388
"AT",2008-02-01,2008,4.18,-6.39999999999996,0.69528,0.14869,0.753653204464388
"AT",2008-03-01,2008,4.14,2.45000000000002,0.69528,0.14869,0.753653204464388
"AT",2008-04-01,2008,4.34,-2.15000000000001,0.69528,0.14869,0.753653204464388
"AT",2008-05-01,2008,4.48,-2.70000000000001,0.69528,0.14869,0.753653204464388
"AT",2008-06-01,2008,4.8,15.175,0.69528,0.14869,0.753653204464388
"AT",2008-07-01,2008,4.78,-17.17,0.69528,0.14869,0.753653204464388
"AT",2008-08-01,2008,4.48,-14.5,0.69528,0.14869,0.753653204464388
"AT",2008-09-01,2008,4.46,-0.199999999999978,0.69528,0.14869,0.753653204464388
"AT",2008-10-01,2008,4.33,-5.3,0.69528,0.14869,0.753653204464388
"AT",2008-11-01,2008,4.19,12.8,0.69528,0.14869,0.753653204464388
"AT",2008-12-01,2008,3.9,4.30000000000002,0.69528,0.14869,0.753653204464388
"AT",2009-01-01,2009,4,-0.600000000000001,0.80752,0.19316,0.664875173370319
"AT",2009-02-01,2009,4.21,-7.1,0.80752,0.19316,0.664875173370319
"AT",2009-03-01,2009,4.16,-0.800000000000001,0.80752,0.19316,0.664875173370319
"AT",2009-04-01,2009,4.04,6.59999999999998,0.80752,0.19316,0.664875173370319
"AT",2009-05-01,2009,4.1,-1.4,0.80752,0.19316,0.664875173370319
"AT",2009-06-01,2009,4.32,8.9,0.80752,0.19316,0.664875173370319
"AT",2009-07-01,2009,4.04,-6.20000000000001,0.80752,0.19316,0.664875173370319
"AT",2009-08-01,2009,3.76,4.46,0.80752,0.19316,0.664875173370319
"AT",2009-09-01,2009,3.75,-5.40000000000001,0.80752,0.19316,0.664875173370319
"AT",2009-10-01,2009,3.65,-4.72000000000001,0.80752,0.19316,0.664875173370319
"AT",2009-11-01,2009,3.6,-0.260000000000016,0.80752,0.19316,0.664875173370319
"AT",2009-12-01,2009,3.61,0.17999999999998,0.80752,0.19316,0.664875173370319
"AT",2010-01-01,2010,3.75,-2.79999999999998,0.83654,0.20648,0.654720634996533
"AT",2010-02-01,2010,3.66,-2.4,0.83654,0.20648,0.654720634996533
"AT",2010-03-01,2010,3.53,0.0800000000000023,0.83654,0.20648,0.654720634996533
"AT",2010-04-01,2010,3.46,-1.08,0.83654,0.20648,0.654720634996533
"AT",2010-05-01,2010,3.21,-1,0.83654,0.20648,0.654720634996533
"AT",2010-06-01,2010,3.2,1.95,0.83654,0.20648,0.654720634996533
"AT",2010-07-01,2010,3.07,4.7,0.83654,0.20648,0.654720634996533
"AT",2010-08-01,2010,2.77,-2.21,0.83654,0.20648,0.654720634996533
"AT",2010-09-01,2010,2.8,-0.900000000000001,0.83654,0.20648,0.654720634996533
"AT",2010-10-01,2010,2.82,-0.790000000000002,0.83654,0.20648,0.654720634996533
"AT",2010-11-01,2010,3.01,-1.725,0.83654,0.20648,0.654720634996533
"AT",2010-12-01,2010,3.43,-1.48000000000001,0.83654,0.20648,0.654720634996533
"AT",2011-01-01,2011,3.54,8.19999999999999,0.83356,0.20729,0.640625749796056
"AT",2011-02-01,2011,3.68,-3,0.83356,0.20729,0.640625749796056
"AT",2011-03-01,2011,3.68,15.175,0.83356,0.20729,0.640625749796056
"AT",2011-04-01,2011,3.76,-2.45000000000002,0.83356,0.20729,0.640625749796056
"AT",2011-05-01,2011,3.53,-13.25,0.83356,0.20729,0.640625749796056
"AT",2011-06-01,2011,3.43,-6.29999999999999,0.83356,0.20729,0.640625749796056
"AT",2011-07-01,2011,3.35,2.54999999999999,0.83356,0.20729,0.640625749796056
"AT",2011-08-01,2011,2.84,-17.17,0.83356,0.20729,0.640625749796056
"AT",2011-09-01,2011,2.64,-3.99999999999999,0.83356,0.20729,0.640625749796056
"AT",2011-10-01,2011,2.92,12.4,0.83356,0.20729,0.640625749796056
"AT",2011-11-01,2011,3.36,-5.00000000000001,0.83356,0.20729,0.640625749796056
"AT",2011-12-01,2011,3.1,0.4,0.83356,0.20729,0.640625749796056
"AT",2012-01-01,2012,3.27,-1.9,0.82935,0.2007,0.628926267558932
"AT",2012-02-01,2012,3,1,0.82935,0.2007,0.628926267558932
"AT",2012-03-01,2012,2.87,-0.15,0.82935,0.2007,0.628926267558932
"AT",2012-04-01,2012,2.83,0.600000000000001,0.82935,0.2007,0.628926267558932
"AT",2012-05-01,2012,2.49,1.7,0.82935,0.2007,0.628926267558932
"AT",2012-06-01,2012,2.29,3.7,0.82935,0.2007,0.628926267558932
"AT",2012-07-01,2012,2.07,-6.7,0.82935,0.2007,0.628926267558932
"AT",2012-08-01,2012,1.97,1.6,0.82935,0.2007,0.628926267558932
"AT",2012-09-01,2012,2.04,0.299999999999999,0.82935,0.2007,0.628926267558932
"AT",2012-10-01,2012,2.02,0.15,0.82935,0.2007,0.628926267558932
"AT",2012-11-01,2012,1.85,1.1,0.82935,0.2007,0.628926267558932
"AT",2012-12-01,2012,1.77,-2.8,0.82935,0.2007,0.628926267558932
"AT",2013-01-01,2013,1.92,2.95,0.82431,0.2002,0.627555167352088
"AT",2013-02-01,2013,1.96,-4.55,0.82431,0.2002,0.627555167352088
"AT",2013-03-01,2013,1.75,4.05,0.82431,0.2002,0.627555167352088
"AT",2013-04-01,2013,1.64,-1.2,0.82431,0.2002,0.627555167352088
"AT",2013-05-01,2013,1.75,-2.85,0.82431,0.2002,0.627555167352088
"AT",2013-06-01,2013,2.04,4.7,0.82431,0.2002,0.627555167352088
"AT",2013-07-01,2013,2.06,-4.5,0.82431,0.2002,0.627555167352088
"AT",2013-08-01,2013,2.22,3.4,0.82431,0.2002,0.627555167352088
"AT",2013-09-01,2013,2.34,-0.45,0.82431,0.2002,0.627555167352088
"AT",2013-10-01,2013,2.19,0.2,0.82431,0.2002,0.627555167352088
"AT",2013-11-01,2013,2.08,-4.4,0.82431,0.2002,0.627555167352088
"AT",2013-12-01,2013,2.17,2.2,0.82431,0.2002,0.627555167352088
"AT",2014-01-01,2014,2.13,-1.2,0.8521,0.20233,0.605210656026288
"AT",2014-02-01,2014,1.95,4,0.8521,0.20233,0.605210656026288
"AT",2014-03-01,2014,1.87,2.65,0.8521,0.20233,0.605210656026288
"AT",2014-04-01,2014,1.77,0.899999999999998,0.8521,0.20233,0.605210656026288
"AT",2014-05-01,2014,1.62,-3.5,0.8521,0.20233,0.605210656026288
"AT",2014-06-01,2014,1.65,1.5,0.8521,0.20233,0.605210656026288
"AT",2014-07-01,2014,1.47,-0.65,0.8521,0.20233,0.605210656026288
"AT",2014-08-01,2014,1.28,0.3,0.8521,0.20233,0.605210656026288
"AT",2014-09-01,2014,1.22,-4.5,0.8521,0.20233,0.605210656026288
"AT",2014-10-01,2014,1.1,0.2,0.8521,0.20233,0.605210656026288
"AT",2014-11-01,2014,0.98,-0.4,0.8521,0.20233,0.605210656026288
"AT",2014-12-01,2014,0.81,1.1,0.8521,0.20233,0.605210656026288
"AT",2015-01-01,2015,0.54,-2.21,0.85615,0.22423,0.59931086842259
"AT",2015-02-01,2015,0.44,NA,0.85615,0.22423,0.59931086842259
"AT",2015-03-01,2015,0.37,-0.1,0.85615,0.22423,0.59931086842259
"AT",2015-04-01,2015,0.29,0.889999999999999,0.85615,0.22423,0.59931086842259
"AT",2015-05-01,2015,0.73,NA,0.85615,0.22423,0.59931086842259
"AT",2015-06-01,2015,1.06,0.795000000000001,0.85615,0.22423,0.59931086842259
"AT",2015-07-01,2015,1.08,0.47,0.85615,0.22423,0.59931086842259
"AT",2015-08-01,2015,0.96,NA,0.85615,0.22423,0.59931086842259
"AT",2015-09-01,2015,0.97,-0.720000000000001,0.85615,0.22423,0.59931086842259
"AT",2015-10-01,2015,0.83,-3.7,0.85615,0.22423,0.59931086842259
"AT",2015-11-01,2015,0.82,NA,0.85615,0.22423,0.59931086842259
"AT",2015-12-01,2015,0.86,11.57,0.85615,0.22423,0.59931086842259
"AT",2016-01-01,2016,0.77,-4.24,0.83419,0.24849,0.611251633320946
"AT",2016-02-01,2016,0.53,NA,0.83419,0.24849,0.611251633320946
