"country","date","year","sovereign_yield","mps_shock_ois2y","gov_debt_gdp","hh_held_gov_debt_gdp","hh_debt_to_gov_debt"
"DK",2024-05-01,2024,2.52,NA,0.30544,0.17765,2.80808014667365
"DK",2024-06-01,2024,2.52,3.29499244689941,0.30544,0.17765,2.80808014667365
"DK",2024-07-01,2024,2.45,-3.66499423980713,0.30544,0.17765,2.80808014667365
"DK",2024-08-01,2024,2.2,NA,0.30544,0.17765,2.80808014667365
"DK",2024-09-01,2024,2.11,0.785017013549805,0.30544,0.17765,2.80808014667365
"DK",2024-10-01,2024,2.1,-3.29999923706055,0.30544,0.17765,2.80808014667365
"DK",2024-11-01,2024,2.07,NA,0.30544,0.17765,2.80808014667365
"DK",2024-12-01,2024,1.91,3.29999923706055,0.30544,0.17765,2.80808014667365
"DK",2025-01-01,2025,2.21,-3.34997177124023,NA,NA,NA
"DK",2025-02-01,2025,2.17,NA,NA,NA,NA
"DK",2025-03-01,2025,2.45,5.75001239776611,NA,NA,NA
"DK",2025-04-01,2025,2.31,-10.5999946594238,NA,NA,NA
"DK",2025-05-01,2025,2.31,NA,NA,NA,NA
"DK",2025-06-01,2025,2.34,6.00000619888306,NA,NA,NA
"DK",2025-07-01,2025,2.37,4.10000085830688,NA,NA,NA
"DK",2025-08-01,2025,2.37,NA,NA,NA,NA
"DK",2025-09-01,2025,2.36,-3.12999486923218,NA,NA,NA
"DK",2025-10-01,2025,2.324,-0.849997997283936,NA,NA,NA
"EA",1990-01-01,1990,10.41,NA,NA,NA,NA
"EA",1990-02-01,1990,10.88,NA,NA,NA,NA
"EA",1990-03-01,1990,11,NA,NA,NA,NA
"EA",1990-04-01,1990,10.86,NA,NA,NA,NA
"EA",1990-05-01,1990,10.78,NA,NA,NA,NA
"EA",1990-06-01,1990,10.73,NA,NA,NA,NA
"EA",1990-07-01,1990,10.59,NA,NA,NA,NA
"EA",1990-08-01,1990,10.98,NA,NA,NA,NA
"EA",1990-09-01,1990,11.16,NA,NA,NA,NA
"EA",1990-10-01,1990,11.1,NA,NA,NA,NA
"EA",1990-11-01,1990,11,NA,NA,NA,NA
"EA",1990-12-01,1990,9.31,NA,NA,NA,NA
"EA",1991-01-01,1991,9.32,NA,NA,NA,NA
"EA",1991-02-01,1991,8.75,NA,NA,NA,NA
"EA",1991-03-01,1991,9.98,NA,NA,NA,NA
"EA",1991-04-01,1991,9.83,NA,NA,NA,NA
"EA",1991-05-01,1991,9.73,NA,NA,NA,NA
"EA",1991-06-01,1991,9.82,NA,NA,NA,NA
"EA",1991-07-01,1991,9.99,NA,NA,NA,NA
"EA",1991-08-01,1991,10.01,NA,NA,NA,NA
"EA",1991-09-01,1991,9.79,NA,NA,NA,NA
"EA",1991-10-01,1991,9.67,NA,NA,NA,NA
"EA",1991-11-01,1991,9.93,NA,NA,NA,NA
"EA",1991-12-01,1991,9.9,NA,NA,NA,NA
"EA",1992-01-01,1992,9.59,NA,NA,NA,NA
"EA",1992-02-01,1992,9.53,NA,NA,NA,NA
"EA",1992-03-01,1992,9.59,NA,NA,NA,NA
"EA",1992-04-01,1992,9.66,NA,NA,NA,NA
"EA",1992-05-01,1992,9.61,NA,NA,NA,NA
"EA",1992-06-01,1992,9.83,NA,NA,NA,NA
"EA",1992-07-01,1992,10.06,NA,NA,NA,NA
"EA",1992-08-01,1992,10.16,NA,NA,NA,NA
"EA",1992-09-01,1992,10.1,NA,NA,NA,NA
"EA",1992-10-01,1992,9.99,NA,NA,NA,NA
"EA",1992-11-01,1992,9.62,NA,NA,NA,NA
"EA",1992-12-01,1992,9.62,NA,NA,NA,NA
"EA",1993-01-01,1993,9.31,NA,NA,NA,NA
"EA",1993-02-01,1993,9.02,NA,NA,NA,NA
"EA",1993-03-01,1993,8.75,NA,NA,NA,NA
"EA",1993-04-01,1993,8.77,NA,NA,NA,NA
"EA",1993-05-01,1993,8.66,NA,NA,NA,NA
"EA",1993-06-01,1993,8.34,NA,NA,NA,NA
"EA",1993-07-01,1993,8.11,NA,NA,NA,NA
"EA",1993-08-01,1993,7.56,NA,NA,NA,NA
"EA",1993-09-01,1993,7.33,NA,NA,NA,NA
"EA",1993-10-01,1993,7.06,NA,NA,NA,NA
"EA",1993-11-01,1993,7.1,NA,NA,NA,NA
"EA",1993-12-01,1993,6.86,NA,NA,NA,NA
"EA",1994-01-01,1994,6.7,NA,NA,NA,NA
"EA",1994-02-01,1994,6.89,NA,NA,NA,NA
"EA",1994-03-01,1994,7.37,NA,NA,NA,NA
"EA",1994-04-01,1994,7.49,NA,NA,NA,NA
"EA",1994-05-01,1994,7.78,NA,NA,NA,NA
"EA",1994-06-01,1994,8.4,NA,NA,NA,NA
"EA",1994-07-01,1994,8.42,NA,NA,NA,NA
"EA",1994-08-01,1994,8.71,NA,NA,NA,NA
"EA",1994-09-01,1994,9.16,NA,NA,NA,NA
"EA",1994-10-01,1994,9.19,NA,NA,NA,NA
"EA",1994-11-01,1994,9.15,NA,NA,NA,NA
"EA",1994-12-01,1994,9.18,NA,NA,NA,NA
"EA",1995-01-01,1995,9.38,NA,0.72079,0.52278,NA
"EA",1995-02-01,1995,9.23,NA,0.72079,0.52278,NA
"EA",1995-03-01,1995,9.47,NA,0.72079,0.52278,NA
"EA",1995-04-01,1995,9.3,NA,0.72079,0.52278,NA
"EA",1995-05-01,1995,8.82,NA,0.72079,0.52278,NA
"EA",1995-06-01,1995,8.79,NA,0.72079,0.52278,NA
"EA",1995-07-01,1995,8.75,NA,0.72079,0.52278,NA
"EA",1995-08-01,1995,8.51,NA,0.72079,0.52278,NA
"EA",1995-09-01,1995,8.4,NA,0.72079,0.52278,NA
"EA",1995-10-01,1995,8.52,NA,0.72079,0.52278,NA
"EA",1995-11-01,1995,8.19,NA,0.72079,0.52278,NA
"EA",1995-12-01,1995,7.85,NA,0.72079,0.52278,NA
"EA",1996-01-01,1996,7.47,NA,0.73958,0.52777,NA
"EA",1996-02-01,1996,7.69,NA,0.73958,0.52777,NA
"EA",1996-03-01,1996,7.86,NA,0.73958,0.52777,NA
"EA",1996-04-01,1996,7.64,NA,0.73958,0.52777,NA
"EA",1996-05-01,1996,7.5,NA,0.73958,0.52777,NA
"EA",1996-06-01,1996,7.54,NA,0.73958,0.52777,NA
"EA",1996-07-01,1996,7.41,NA,0.73958,0.52777,NA
"EA",1996-08-01,1996,7.34,NA,0.73958,0.52777,NA
"EA",1996-09-01,1996,7.15,NA,0.73958,0.52777,NA
"EA",1996-10-01,1996,6.7,NA,0.73958,0.52777,NA
"EA",1996-11-01,1996,6.44,NA,0.73958,0.52777,NA
"EA",1996-12-01,1996,6.32,NA,0.73958,0.52777,NA
"EA",1997-01-01,1997,6.24,NA,0.73273,0.50723,NA
"EA",1997-02-01,1997,6.07,NA,0.73273,0.50723,NA
"EA",1997-03-01,1997,6.33,NA,0.73273,0.50723,NA
"EA",1997-04-01,1997,6.39,NA,0.73273,0.50723,NA
"EA",1997-05-01,1997,6.19,NA,0.73273,0.50723,NA
"EA",1997-06-01,1997,6.09,NA,0.73273,0.50723,NA
"EA",1997-07-01,1997,5.84,NA,0.73273,0.50723,NA
"EA",1997-08-01,1997,5.95,NA,0.73273,0.50723,NA
"EA",1997-09-01,1997,5.81,NA,0.73273,0.50723,NA
"EA",1997-10-01,1997,5.77,NA,0.73273,0.50723,NA
"EA",1997-11-01,1997,5.75,NA,0.73273,0.50723,NA
"EA",1997-12-01,1997,5.47,NA,0.73273,0.50723,NA
"EA",1998-01-01,1998,5.23,NA,0.72144,0.47917,NA
"EA",1998-02-01,1998,5.13,NA,0.72144,0.47917,NA
"EA",1998-03-01,1998,5.01,NA,0.72144,0.47917,NA
"EA",1998-04-01,1998,5,NA,0.72144,0.47917,NA
"EA",1998-05-01,1998,5.06,NA,0.72144,0.47917,NA
"EA",1998-06-01,1998,4.92,NA,0.72144,0.47917,NA
"EA",1998-07-01,1998,4.82,NA,0.72144,0.47917,NA
"EA",1998-08-01,1998,4.59,NA,0.72144,0.47917,NA
"EA",1998-09-01,1998,4.28,NA,0.72144,0.47917,NA
"EA",1998-10-01,1998,4.25,NA,0.72144,0.47917,NA
"EA",1998-11-01,1998,4.25,NA,0.72144,0.47917,NA
"EA",1998-12-01,1998,3.96,NA,0.72144,0.47917,NA
"EA",1999-01-01,1999,3.81,0,0.71614,0.44908,0.668444717513335
"EA",1999-02-01,1999,3.95,0,0.71614,0.44908,0.668444717513335
"EA",1999-03-01,1999,4.16,0,0.71614,0.44908,0.668444717513335
"EA",1999-04-01,1999,3.99,0,0.71614,0.44908,0.668444717513335
"EA",1999-05-01,1999,4.17,0,0.71614,0.44908,0.668444717513335
"EA",1999-06-01,1999,4.5,0,0.71614,0.44908,0.668444717513335
"EA",1999-07-01,1999,4.83,0,0.71614,0.44908,0.668444717513335
"EA",1999-08-01,1999,5.04,0,0.71614,0.44908,0.668444717513335
"EA",1999-09-01,1999,5.2,0,0.71614,0.44908,0.668444717513335
"EA",1999-10-01,1999,5.44,0,0.71614,0.44908,0.668444717513335
"EA",1999-11-01,1999,5.17,0,0.71614,0.44908,0.668444717513335
"EA",1999-12-01,1999,5.28,0.200000000000067,0.71614,0.44908,0.668444717513335
"EA",2000-01-01,2000,5.67,-1.50000000000006,0.69245,0.40776,0.704888439598527
"EA",2000-02-01,2000,5.64,0.999999999999979,0.69245,0.40776,0.704888439598527
"EA",2000-03-01,2000,5.47,-5.50000000000007,0.69245,0.40776,0.704888439598527
"EA",2000-04-01,2000,5.36,-1.50000000000006,0.69245,0.40776,0.704888439598527
"EA",2000-05-01,2000,5.53,2.99999999999994,0.69245,0.40776,0.704888439598527
"EA",2000-06-01,2000,5.36,15.175,0.69245,0.40776,0.704888439598527
"EA",2000-07-01,2000,5.44,2.50000000000003,0.69245,0.40776,0.704888439598527
"EA",2000-08-01,2000,5.4,-1.99999999999996,0.69245,0.40776,0.704888439598527
"EA",2000-09-01,2000,5.45,-3.00000000000003,0.69245,0.40776,0.704888439598527
"EA",2000-10-01,2000,5.4,4,0.69245,0.40776,0.704888439598527
"EA",2000-11-01,2000,5.34,-9.20929998926567e-14,0.69245,0.40776,0.704888439598527
"EA",2000-12-01,2000,5.09,2.50000000000004,0.69245,0.40776,0.704888439598527
"EA",2001-01-01,2001,4.99,-0.999999999999979,0.68205,0.3947,0.718569019866579
"EA",2001-02-01,2001,4.99,0.300000000000011,0.68205,0.3947,0.718569019866579
"EA",2001-03-01,2001,4.9,6.49999999999995,0.68205,0.3947,0.718569019866579
"EA",2001-04-01,2001,5.06,14.5000000000001,0.68205,0.3947,0.718569019866579
"EA",2001-05-01,2001,5.26,-11.7,0.68205,0.3947,0.718569019866579
"EA",2001-06-01,2001,5.2,-1.19999999999996,0.68205,0.3947,0.718569019866579
"EA",2001-07-01,2001,5.22,0.300000000000011,0.68205,0.3947,0.718569019866579
"EA",2001-08-01,2001,5.02,-1.49999999999997,0.68205,0.3947,0.718569019866579
"EA",2001-09-01,2001,5.01,-9.55000000000003,0.68205,0.3947,0.718569019866579
"EA",2001-10-01,2001,4.78,5.99999999999996,0.68205,0.3947,0.718569019866579
"EA",2001-11-01,2001,4.63,5.80000000000003,0.68205,0.3947,0.718569019866579
"EA",2001-12-01,2001,4.9,6.99999999999998,0.68205,0.3947,0.718569019866579
"EA",2002-01-01,2002,4.99,-1.50000000000001,0.68129,0.3846,0.738452054191313
"EA",2002-02-01,2002,5.05,5.25000000000002,0.68129,0.3846,0.738452054191313
"EA",2002-03-01,2002,5.29,2.25,0.68129,0.3846,0.738452054191313
"EA",2002-04-01,2002,5.28,-2.69999999999993,0.68129,0.3846,0.738452054191313
"EA",2002-05-01,2002,5.3,7.74999999999997,0.68129,0.3846,0.738452054191313
"EA",2002-06-01,2002,5.15,1.79999999999998,0.68129,0.3846,0.738452054191313
"EA",2002-07-01,2002,5,-0.700000000000056,0.68129,0.3846,0.738452054191313
"EA",2002-08-01,2002,4.72,-0.999999999999979,0.68129,0.3846,0.738452054191313
"EA",2002-09-01,2002,4.51,-4.8,0.68129,0.3846,0.738452054191313
"EA",2002-10-01,2002,4.6,1.55000000000003,0.68129,0.3846,0.738452054191313
"EA",2002-11-01,2002,4.58,-3.95000000000003,0.68129,0.3846,0.738452054191313
"EA",2002-12-01,2002,4.41,2,0.68129,0.3846,0.738452054191313
"EA",2003-01-01,2003,4.25,3.2,0.69394,0.38426,0.748047381618007
"EA",2003-02-01,2003,4.03,0.499999999999989,0.69394,0.38426,0.748047381618007
"EA",2003-03-01,2003,4.08,-5.19999999999996,0.69394,0.38426,0.748047381618007
"EA",2003-04-01,2003,4.22,0.800000000000001,0.69394,0.38426,0.748047381618007
"EA",2003-05-01,2003,3.9,3.75000000000001,0.69394,0.38426,0.748047381618007
"EA",2003-06-01,2003,3.7,-9.75000000000001,0.69394,0.38426,0.748047381618007
"EA",2003-07-01,2003,4.03,-0.24999999999995,0.69394,0.38426,0.748047381618007
"EA",2003-08-01,2003,4.19,NA,0.69394,0.38426,0.748047381618007
"EA",2003-09-01,2003,4.23,-2.45000000000002,0.69394,0.38426,0.748047381618007
"EA",2003-10-01,2003,4.28,2.74999999999999,0.69394,0.38426,0.748047381618007
"EA",2003-11-01,2003,4.41,1.50000000000001,0.69394,0.38426,0.748047381618007
"EA",2003-12-01,2003,4.35,-3.6,0.69394,0.38426,0.748047381618007
"EA",2004-01-01,2004,4.22,-2.25,0.69686,0.3764,0.77217805585053
"EA",2004-02-01,2004,4.18,-2.30000000000001,0.69686,0.3764,0.77217805585053
"EA",2004-03-01,2004,4,4,0.69686,0.3764,0.77217805585053
"EA",2004-04-01,2004,4.19,7.49999999999997,0.69686,0.3764,0.77217805585053
"EA",2004-05-01,2004,4.35,2,0.69686,0.3764,0.77217805585053
"EA",2004-06-01,2004,4.41,-2,0.69686,0.3764,0.77217805585053
"EA",2004-07-01,2004,4.31,-0.249999999999995,0.69686,0.3764,0.77217805585053
"EA",2004-08-01,2004,4.15,0.249999999999995,0.69686,0.3764,0.77217805585053
"EA",2004-09-01,2004,4.1,1.54999999999999,0.69686,0.3764,0.77217805585053
"EA",2004-10-01,2004,3.98,-1.10000000000001,0.69686,0.3764,0.77217805585053
"EA",2004-11-01,2004,3.86,-0.249999999999995,0.69686,0.3764,0.77217805585053
"EA",2004-12-01,2004,3.65,3.39999999999998,0.69686,0.3764,0.77217805585053
"EA",2005-01-01,2005,3.6,-7.74999999999997,0.703,0.36331,0.801706970128023
"EA",2005-02-01,2005,3.59,-0.949999999999962,0.703,0.36331,0.801706970128023
"EA",2005-03-01,2005,3.74,-1.25000000000002,0.703,0.36331,0.801706970128023
"EA",2005-04-01,2005,3.54,-3.29999999999999,0.703,0.36331,0.801706970128023
"EA",2005-05-01,2005,3.38,0.700000000000012,0.703,0.36331,0.801706970128023
"EA",2005-06-01,2005,3.22,1.70000000000003,0.703,0.36331,0.801706970128023
"EA",2005-07-01,2005,3.28,4.19999999999998,0.703,0.36331,0.801706970128023
"EA",2005-08-01,2005,3.3,-0.199999999999978,0.703,0.36331,0.801706970128023
"EA",2005-09-01,2005,3.14,-2.65,0.703,0.36331,0.801706970128023
"EA",2005-10-01,2005,3.3,-0.499999999999989,0.703,0.36331,0.801706970128023
"EA",2005-11-01,2005,3.51,-0.199999999999978,0.703,0.36331,0.801706970128023
"EA",2005-12-01,2005,3.4,-3.10000000000001,0.703,0.36331,0.801706970128023
"EA",2006-01-01,2006,3.38,-3.70000000000004,0.68252,0.3406,0.849205884076657
"EA",2006-02-01,2006,3.53,0,0.68252,0.3406,0.849205884076657
"EA",2006-03-01,2006,3.72,4.19999999999998,0.68252,0.3406,0.849205884076657
"EA",2006-04-01,2006,3.98,-8.80000000000001,0.68252,0.3406,0.849205884076657
"EA",2006-05-01,2006,4.04,1.2,0.68252,0.3406,0.849205884076657
"EA",2006-06-01,2006,4.05,-1.25000000000002,0.68252,0.3406,0.849205884076657
"EA",2006-07-01,2006,4.08,3.09999999999997,0.68252,0.3406,0.849205884076657
"EA",2006-08-01,2006,3.95,3.45,0.68252,0.3406,0.849205884076657
"EA",2006-09-01,2006,3.83,NA,0.68252,0.3406,0.849205884076657
"EA",2006-10-01,2006,3.86,-0.500000000000034,0.68252,0.3406,0.849205884076657
"EA",2006-11-01,2006,3.79,0.550000000000006,0.68252,0.3406,0.849205884076657
"EA",2006-12-01,2006,3.85,3.85,0.68252,0.3406,0.849205884076657
"EA",2007-01-01,2007,4.1,-5.75000000000001,0.65907,0.32383,0.893380065850365
"EA",2007-02-01,2007,4.12,3.2,0.65907,0.32383,0.893380065850365
"EA",2007-03-01,2007,4.02,0,0.65907,0.32383,0.893380065850365
"EA",2007-04-01,2007,4.23,-0.100000000000033,0.65907,0.32383,0.893380065850365
"EA",2007-05-01,2007,4.36,-1.85000000000004,0.65907,0.32383,0.893380065850365
"EA",2007-06-01,2007,4.64,-2.70000000000001,0.65907,0.32383,0.893380065850365
"EA",2007-07-01,2007,4.6,0.55000000000005,0.65907,0.32383,0.893380065850365
"EA",2007-08-01,2007,4.42,-0.549999999999962,0.65907,0.32383,0.893380065850365
"EA",2007-09-01,2007,4.37,-2.20000000000002,0.65907,0.32383,0.893380065850365
"EA",2007-10-01,2007,4.41,-1.29999999999999,0.65907,0.32383,0.893380065850365
"EA",2007-11-01,2007,4.25,-3.69999999999999,0.65907,0.32383,0.893380065850365
"EA",2007-12-01,2007,4.36,5.29999999999999,0.65907,0.32383,0.893380065850365
"EA",2008-01-01,2008,4.19,-3.00000000000003,0.69572,0.33844,0.860403610647962
"EA",2008-02-01,2008,4.13,-6.39999999999996,0.69572,0.33844,0.860403610647962
"EA",2008-03-01,2008,4.07,2.45000000000002,0.69572,0.33844,0.860403610647962
"EA",2008-04-01,2008,4.28,-2.15000000000001,0.69572,0.33844,0.860403610647962
"EA",2008-05-01,2008,4.43,-2.70000000000001,0.69572,0.33844,0.860403610647962
"EA",2008-06-01,2008,4.78,15.175,0.69572,0.33844,0.860403610647962
"EA",2008-07-01,2008,4.76,-17.17,0.69572,0.33844,0.860403610647962
"EA",2008-08-01,2008,4.48,-14.5,0.69572,0.33844,0.860403610647962
"EA",2008-09-01,2008,4.43,-0.199999999999978,0.69572,0.33844,0.860403610647962
"EA",2008-10-01,2008,4.31,-5.3,0.69572,0.33844,0.860403610647962
"EA",2008-11-01,2008,4.1,12.8,0.69572,0.33844,0.860403610647962
"EA",2008-12-01,2008,3.73,4.30000000000002,0.69572,0.33844,0.860403610647962
"EA",2009-01-01,2009,3.88,-0.600000000000001,0.80031,0.39401,0.79581662105934
"EA",2009-02-01,2009,3.94,-7.1,0.80031,0.39401,0.79581662105934
"EA",2009-03-01,2009,3.85,-0.800000000000001,0.80031,0.39401,0.79581662105934
"EA",2009-04-01,2009,3.84,6.59999999999998,0.80031,0.39401,0.79581662105934
"EA",2009-05-01,2009,3.95,-1.4,0.80031,0.39401,0.79581662105934
"EA",2009-06-01,2009,4.09,8.9,0.80031,0.39401,0.79581662105934
"EA",2009-07-01,2009,3.89,-6.20000000000001,0.80031,0.39401,0.79581662105934
"EA",2009-08-01,2009,3.73,4.46,0.80031,0.39401,0.79581662105934
"EA",2009-09-01,2009,3.7,-5.40000000000001,0.80031,0.39401,0.79581662105934
"EA",2009-10-01,2009,3.67,-4.72000000000001,0.80031,0.39401,0.79581662105934
"EA",2009-11-01,2009,3.66,-0.260000000000016,0.80031,0.39401,0.79581662105934
"EA",2009-12-01,2009,3.64,0.17999999999998,0.80031,0.39401,0.79581662105934
"EA",2010-01-01,2010,3.75,-2.79999999999998,0.85445,0.43343,0.740476329802797
"EA",2010-02-01,2010,3.72,-2.4,0.85445,0.43343,0.740476329802797
"EA",2010-03-01,2010,3.63,0.0800000000000023,0.85445,0.43343,0.740476329802797
"EA",2010-04-01,2010,3.68,-1.08,0.85445,0.43343,0.740476329802797
"EA",2010-05-01,2010,3.52,-1,0.85445,0.43343,0.740476329802797
"EA",2010-06-01,2010,3.6,1.95,0.85445,0.43343,0.740476329802797
"EA",2010-07-01,2010,3.6,4.7,0.85445,0.43343,0.740476329802797
"EA",2010-08-01,2010,3.34,-2.21,0.85445,0.43343,0.740476329802797
"EA",2010-09-01,2010,3.39,-0.900000000000001,0.85445,0.43343,0.740476329802797
"EA",2010-10-01,2010,3.36,-0.790000000000002,0.85445,0.43343,0.740476329802797
"EA",2010-11-01,2010,3.75,-1.725,0.85445,0.43343,0.740476329802797
"EA",2010-12-01,2010,4.12,-1.48000000000001,0.85445,0.43343,0.740476329802797
"EA",2011-01-01,2011,4.22,8.19999999999999,0.87268,0.44822,0.714809552184077
"EA",2011-02-01,2011,4.31,-3,0.87268,0.44822,0.714809552184077
"EA",2011-03-01,2011,4.39,15.175,0.87268,0.44822,0.714809552184077
"EA",2011-04-01,2011,4.54,-2.45000000000002,0.87268,0.44822,0.714809552184077
"EA",2011-05-01,2011,4.46,-13.25,0.87268,0.44822,0.714809552184077
"EA",2011-06-01,2011,4.48,-6.29999999999999,0.87268,0.44822,0.714809552184077
"EA",2011-07-01,2011,4.62,2.54999999999999,0.87268,0.44822,0.714809552184077
"EA",2011-08-01,2011,4.15,-17.17,0.87268,0.44822,0.714809552184077
"EA",2011-09-01,2011,4.05,-3.99999999999999,0.87268,0.44822,0.714809552184077
"EA",2011-10-01,2011,4.25,12.4,0.87268,0.44822,0.714809552184077
"EA",2011-11-01,2011,4.66,-5.00000000000001,0.87268,0.44822,0.714809552184077
"EA",2011-12-01,2011,4.52,0.4,0.87268,0.44822,0.714809552184077
"EA",2012-01-01,2012,4.52,-1.9,0.90772,0.47335,0.684131670559203
"EA",2012-02-01,2012,4.31,1,0.90772,0.47335,0.684131670559203
"EA",2012-03-01,2012,3.96,-0.15,0.90772,0.47335,0.684131670559203
"EA",2012-04-01,2012,4.12,0.600000000000001,0.90772,0.47335,0.684131670559203
"EA",2012-05-01,2012,4.14,1.7,0.90772,0.47335,0.684131670559203
"EA",2012-06-01,2012,4.15,3.7,0.90772,0.47335,0.684131670559203
"EA",2012-07-01,2012,4.02,-6.7,0.90772,0.47335,0.684131670559203
"EA",2012-08-01,2012,3.9,1.6,0.90772,0.47335,0.684131670559203
"EA",2012-09-01,2012,3.67,0.299999999999999,0.90772,0.47335,0.684131670559203
"EA",2012-10-01,2012,3.47,0.15,0.90772,0.47335,0.684131670559203
"EA",2012-11-01,2012,3.37,1.1,0.90772,0.47335,0.684131670559203
"EA",2012-12-01,2012,3.08,-2.8,0.90772,0.47335,0.684131670559203
"EA",2013-01-01,2013,3.02,2.95,0.92764,0.48164,0.658229485576301
"EA",2013-02-01,2013,3.12,-4.55,0.92764,0.48164,0.658229485576301
"EA",2013-03-01,2013,3,4.05,0.92764,0.48164,0.658229485576301
"EA",2013-04-01,2013,2.79,-1.2,0.92764,0.48164,0.658229485576301
"EA",2013-05-01,2013,2.65,-2.85,0.92764,0.48164,0.658229485576301
"EA",2013-06-01,2013,3.01,4.7,0.92764,0.48164,0.658229485576301
"EA",2013-07-01,2013,3.07,-4.5,0.92764,0.48164,0.658229485576301
"EA",2013-08-01,2013,3.12,3.4,0.92764,0.48164,0.658229485576301
"EA",2013-09-01,2013,3.23,-0.45,0.92764,0.48164,0.658229485576301
"EA",2013-10-01,2013,3.03,0.2,0.92764,0.48164,0.658229485576301
"EA",2013-11-01,2013,2.9,-4.4,0.92764,0.48164,0.658229485576301
"EA",2013-12-01,2013,2.96,2.2,0.92764,0.48164,0.658229485576301
"EA",2014-01-01,2014,2.83,-1.2,0.9294,0.46755,0.644071443942328
"EA",2014-02-01,2014,2.64,4,0.9294,0.46755,0.644071443942328
"EA",2014-03-01,2014,2.49,2.65,0.9294,0.46755,0.644071443942328
"EA",2014-04-01,2014,2.36,0.899999999999998,0.9294,0.46755,0.644071443942328
"EA",2014-05-01,2014,2.22,-3.5,0.9294,0.46755,0.644071443942328
"EA",2014-06-01,2014,2.08,1.5,0.9294,0.46755,0.644071443942328
"EA",2014-07-01,2014,1.95,-0.65,0.9294,0.46755,0.644071443942328
"EA",2014-08-01,2014,1.77,0.3,0.9294,0.46755,0.644071443942328
"EA",2014-09-01,2014,1.66,-4.5,0.9294,0.46755,0.644071443942328
"EA",2014-10-01,2014,1.61,0.2,0.9294,0.46755,0.644071443942328
"EA",2014-11-01,2014,1.54,-0.4,0.9294,0.46755,0.644071443942328
"EA",2014-12-01,2014,1.34,1.1,0.9294,0.46755,0.644071443942328
"EA",2015-01-01,2015,1.12,-2.21,0.91015,0.46691,0.642970938856233
"EA",2015-02-01,2015,1.02,NA,0.91015,0.46691,0.642970938856233
"EA",2015-03-01,2015,0.89,-0.1,0.91015,0.46691,0.642970938856233
"EA",2015-04-01,2015,0.89,0.889999999999999,0.91015,0.46691,0.642970938856233
"EA",2015-05-01,2015,1.3,NA,0.91015,0.46691,0.642970938856233
"EA",2015-06-01,2015,1.62,0.795000000000001,0.91015,0.46691,0.642970938856233
"EA",2015-07-01,2015,1.32,0.47,0.91015,0.46691,0.642970938856233
"EA",2015-08-01,2015,1.38,NA,0.91015,0.46691,0.642970938856233
"EA",2015-09-01,2015,1.37,-0.720000000000001,0.91015,0.46691,0.642970938856233
"EA",2015-10-01,2015,1.19,-3.7,0.91015,0.46691,0.642970938856233
"EA",2015-11-01,2015,1.17,NA,0.91015,0.46691,0.642970938856233
"EA",2015-12-01,2015,1.2,11.57,0.91015,0.46691,0.642970938856233
"EA",2016-01-01,2016,1.15,-4.24,0.89941,0.48485,0.644311270721918
"EA",2016-02-01,2016,1.03,NA,0.89941,0.48485,0.644311270721918
"EA",2016-03-01,2016,0.92,6.3,0.89941,0.48485,0.644311270721918
"EA",2016-04-01,2016,0.92,0.1,0.89941,0.48485,0.644311270721918
"EA",2016-05-01,2016,0.9,NA,0.89941,0.48485,0.644311270721918
"EA",2016-06-01,2016,0.81,-0.4,0.89941,0.48485,0.644311270721918
"EA",2016-07-01,2016,0.61,0.4,0.89941,0.48485,0.644311270721918
"EA",2016-08-01,2016,0.57,NA,0.89941,0.48485,0.644311270721918
"EA",2016-09-01,2016,0.62,1.735,0.89941,0.48485,0.644311270721918
"EA",2016-10-01,2016,0.73,-0.4,0.89941,0.48485,0.644311270721918
"EA",2016-11-01,2016,1,NA,0.89941,0.48485,0.644311270721918
"EA",2016-12-01,2016,1.04,1.02,0.89941,0.48485,0.644311270721918
"EA",2017-01-01,2017,1.1,-0.374999999999998,0.87481,0.49005,0.657171271476092
"EA",2017-02-01,2017,1.24,NA,0.87481,0.49005,0.657171271476092
"EA",2017-03-01,2017,1.27,2,0.87481,0.49005,0.657171271476092
"EA",2017-04-01,2017,1.14,-0.914999999999999,0.87481,0.49005,0.657171271476092
"EA",2017-05-01,2017,1.13,NA,0.87481,0.49005,0.657171271476092
"EA",2017-06-01,2017,1.01,-0.760000944137573,0.87481,0.49005,0.657171271476092
"EA",2017-07-01,2017,1.18,-0.730001926422119,0.87481,0.49005,0.657171271476092
"EA",2017-08-01,2017,1.06,NA,0.87481,0.49005,0.657171271476092
"EA",2017-09-01,2017,1.06,0.65000057220459,0.87481,0.49005,0.657171271476092
"EA",2017-10-01,2017,1.08,-0.510001182556152,0.87481,0.49005,0.657171271476092
"EA",2017-11-01,2017,0.95,NA,0.87481,0.49005,0.657171271476092
"EA",2017-12-01,2017,0.91,0.0299990177154541,0.87481,0.49005,0.657171271476092
"EA",2018-01-01,2018,1.05,0.580000877380371,0.85543,0.47896,0.665747051190629
"EA",2018-02-01,2018,1.19,NA,0.85543,0.47896,0.665747051190629
"EA",2018-03-01,2018,1.07,-0.0349998474121094,0.85543,0.47896,0.665747051190629
"EA",2018-04-01,2018,0.99,-0.534999370574951,0.85543,0.47896,0.665747051190629
"EA",2018-05-01,2018,1.08,NA,0.85543,0.47896,0.665747051190629
